   20130212025751000.G.INU.00.BH  957.89   0 0    1 1 1     0.00 0     0.00 0    0
  20130212025751000.IC.BJT.00.BH 1099.17   0 0    1 1 1     0.00 0     0.00 0    0
  20130212025751000.IC.HIA.00.BH 1148.08   0 0    1 1 1     0.00 0     0.00 0    0
  20130212025751000.IC.MDJ.00.BH  371.87   0 0    1 1 1     0.00 0     0.00 0    0
 20130212025751000.IU.MAJO.00.BH  950.34   0 0    1 1 1     0.00 0     0.00 0    0
# 20130212025751000.KG.CHNB.00.BH  374.77   0 0    1 1 1     0.00 0     0.00 0    0
