   20170903033001000.G.INU.00.BH  958.15   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.IC.BJT.00.BH 1099.63   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.IC.HIA.00.BH 1147.62   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.IC.MDJ.00.BH  370.95   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.IC.MDJ.60.BH  370.95   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.II.ERM.00.BH 1174.06   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.II.ERM.10.BH 1174.06   1 1    0 0 0     0.00 0     0.00 0    0
 20170903033001000.IU.INCN.00.BH  474.04   1 1    0 0 0     0.00 0     0.00 0    0
 20170903033001000.IU.INCN.10.BH  474.04   1 1    0 0 0     0.00 0     0.00 0    0
 20170903033001000.IU.MAJO.00.BH  950.43   1 1    0 0 0     0.00 0     0.00 0    0
 20170903033001000.IU.MAJO.10.BH  950.43   1 1    0 0 0     0.00 0     0.00 0    0
 20170903033001000.IU.MAJO.60.BH  950.43   1 1    0 0 0     0.00 0     0.00 0    0
  20170903033001000.IU.YSS.00.BH 1260.13   1 1    0 0 0     0.00 0     0.00 0    0
    20170903033001000.KG.TJN..BH  566.05   1 1    0 0 0     0.00 0     0.00 0    0
